years,tradeDate,close
2008,3-Sep-08,166.96
2008,2-Sep-08,166.19
2008,29-Aug-08,169.53
2008,28-Aug-08,173.74
2008,27-Aug-08,174.67
2008,26-Aug-08,173.64
2008,25-Aug-08,172.55
2008,22-Aug-08,176.79
2008,21-Aug-08,174.29
2008,20-Aug-08,175.84
2008,19-Aug-08,173.53
2008,18-Aug-08,175.39
2008,15-Aug-08,175.74
2008,14-Aug-08,179.32
2008,13-Aug-08,179.3
2008,12-Aug-08,176.73
2008,11-Aug-08,173.56
2008,8-Aug-08,169.55
2008,7-Aug-08,163.57
2008,6-Aug-08,164.19
2008,5-Aug-08,160.64
2008,4-Aug-08,153.23
2008,1-Aug-08,156.66
2008,31-Jul-08,158.95
2008,30-Jul-08,159.88
2008,29-Jul-08,157.08
2008,28-Jul-08,154.4
2008,25-Jul-08,162.12
2008,24-Jul-08,159.03
2008,23-Jul-08,166.26
2008,22-Jul-08,162.02
2008,21-Jul-08,166.29
2008,18-Jul-08,165.15
2008,17-Jul-08,171.81
2008,16-Jul-08,172.81
2008,15-Jul-08,169.64
2008,14-Jul-08,173.88
2008,11-Jul-08,172.58
2008,10-Jul-08,176.63
2008,9-Jul-08,174.25
2008,8-Jul-08,179.55
2008,7-Jul-08,175.16
2008,3-Jul-08,170.12
2008,2-Jul-08,168.18
2008,1-Jul-08,174.68
2008,30-Jun-08,167.44
2008,27-Jun-08,170.09
2008,26-Jun-08,168.26
2008,25-Jun-08,177.39
2008,24-Jun-08,173.25
2008,23-Jun-08,173.16
2008,20-Jun-08,175.27
2008,19-Jun-08,180.9
2008,18-Jun-08,178.75
2008,17-Jun-08,181.43
2008,16-Jun-08,176.84
2008,13-Jun-08,172.37
2008,12-Jun-08,173.26
2008,11-Jun-08,180.81
2008,10-Jun-08,185.64
2008,9-Jun-08,181.61
2008,6-Jun-08,185.64
2008,5-Jun-08,189.43
2008,4-Jun-08,185.19
2008,3-Jun-08,185.37
2008,2-Jun-08,186.1
2008,30-May-08,188.75
2008,29-May-08,186.69
2008,28-May-08,187.01
2008,27-May-08,186.43
2008,23-May-08,181.17
2008,22-May-08,177.05
2008,21-May-08,178.19
2008,20-May-08,185.9
2008,19-May-08,183.6
2008,16-May-08,187.62
2008,15-May-08,189.73
2008,14-May-08,186.26
2008,13-May-08,189.96
2008,12-May-08,188.16
2008,9-May-08,183.45
2008,8-May-08,185.06
2008,7-May-08,182.59
2008,6-May-08,186.66
2008,5-May-08,184.73
2008,2-May-08,180.94
2008,1-May-08,180
2008,30-Apr-08,173.95
2008,29-Apr-08,175.05
2008,28-Apr-08,172.24
2008,25-Apr-08,169.73
2008,24-Apr-08,168.94
2008,23-Apr-08,162.89
2008,22-Apr-08,160.2
2008,21-Apr-08,168.16
2008,18-Apr-08,161.04
2008,17-Apr-08,154.49
2008,16-Apr-08,153.7
2008,15-Apr-08,148.38
2008,14-Apr-08,147.78
2008,11-Apr-08,147.14
2008,10-Apr-08,154.55
2008,9-Apr-08,151.44
2008,8-Apr-08,152.84
2008,7-Apr-08,155.89
2008,4-Apr-08,153.08
2008,3-Apr-08,151.61
2008,2-Apr-08,147.49
2008,1-Apr-08,149.53
2008,31-Mar-08,143.5
2008,28-Mar-08,143.01
2008,27-Mar-08,140.25
2008,26-Mar-08,145.06
2008,25-Mar-08,140.98
2008,24-Mar-08,139.53
2008,20-Mar-08,133.27
2008,19-Mar-08,129.67
2008,18-Mar-08,132.82
2008,17-Mar-08,126.73
2008,14-Mar-08,126.61
2008,13-Mar-08,127.94
2008,12-Mar-08,126.03
2008,11-Mar-08,127.35
2008,10-Mar-08,119.69
2008,7-Mar-08,122.25
2008,6-Mar-08,120.93
2008,5-Mar-08,124.49
2008,4-Mar-08,124.62
2008,3-Mar-08,121.73
2008,29-Feb-08,125.02
2008,28-Feb-08,129.91
2008,27-Feb-08,122.96
2008,26-Feb-08,119.15
2008,25-Feb-08,119.74
2008,22-Feb-08,119.46
2008,21-Feb-08,121.54
2008,20-Feb-08,123.82
2008,19-Feb-08,122.18
2008,15-Feb-08,124.63
2008,14-Feb-08,127.46
2008,13-Feb-08,129.4
2008,12-Feb-08,124.86
2008,11-Feb-08,129.45
2008,8-Feb-08,125.48
2008,7-Feb-08,121.24
2008,6-Feb-08,122
2008,5-Feb-08,129.36
2008,4-Feb-08,131.65
2008,1-Feb-08,133.75
2008,31-Jan-08,135.36
2008,30-Jan-08,132.18
2008,29-Jan-08,131.54
2008,28-Jan-08,130.01
2008,25-Jan-08,130.01
2008,24-Jan-08,135.6
2008,23-Jan-08,139.07
2008,22-Jan-08,155.64
2008,18-Jan-08,161.36
2008,17-Jan-08,160.89
2008,16-Jan-08,159.64
2008,15-Jan-08,169.04
2008,14-Jan-08,178.78
2008,11-Jan-08,172.69
2008,10-Jan-08,178.02
2008,9-Jan-08,179.4
2008,8-Jan-08,171.25
2008,7-Jan-08,177.64
2008,4-Jan-08,180.05
2008,3-Jan-08,194.93
2008,2-Jan-08,194.84
2007,31-Dec-07,198.08
2007,28-Dec-07,199.83
2007,27-Dec-07,198.57
2007,26-Dec-07,198.95
2007,24-Dec-07,198.8
2007,21-Dec-07,193.91
2007,20-Dec-07,187.21
2007,19-Dec-07,183.12
2007,18-Dec-07,182.98
2007,17-Dec-07,184.4
2007,14-Dec-07,190.39
2007,13-Dec-07,191.83
2007,12-Dec-07,190.86
2007,11-Dec-07,188.54
2007,10-Dec-07,194.21
2007,7-Dec-07,194.3
2007,6-Dec-07,189.95
2007,5-Dec-07,185.5
2007,4-Dec-07,179.81
2007,3-Dec-07,178.86
2007,30-Nov-07,182.22
2007,29-Nov-07,184.29
2007,28-Nov-07,180.22
2007,27-Nov-07,174.81
2007,26-Nov-07,172.54
2007,23-Nov-07,171.54
2007,21-Nov-07,168.46
2007,20-Nov-07,168.85
2007,19-Nov-07,163.95
2007,16-Nov-07,166.39
2007,15-Nov-07,164.3
2007,14-Nov-07,166.11
2007,13-Nov-07,169.96
2007,12-Nov-07,153.76
2007,9-Nov-07,165.37
2007,8-Nov-07,175.47
2007,7-Nov-07,186.3
2007,6-Nov-07,191.79
2007,5-Nov-07,186.18
2007,2-Nov-07,187.87
2007,1-Nov-07,187.44
2007,31-Oct-07,189.95
2007,30-Oct-07,187
2007,29-Oct-07,185.09
2007,26-Oct-07,184.7
2007,25-Oct-07,182.78
2007,24-Oct-07,185.93
2007,23-Oct-07,186.16
2007,22-Oct-07,174.36
2007,19-Oct-07,170.42
2007,18-Oct-07,173.5
2007,17-Oct-07,172.75
2007,16-Oct-07,169.58
2007,15-Oct-07,166.98
2007,12-Oct-07,167.25
2007,11-Oct-07,162.23
2007,10-Oct-07,166.79
2007,9-Oct-07,167.86
2007,8-Oct-07,167.91
2007,5-Oct-07,161.45
2007,4-Oct-07,156.24
2007,3-Oct-07,157.92
2007,2-Oct-07,158.45
2007,1-Oct-07,156.34
2007,28-Sep-07,153.47
2007,27-Sep-07,154.5
2007,26-Sep-07,152.77
2007,25-Sep-07,153.18
2007,24-Sep-07,148.28
2007,21-Sep-07,144.15
2007,20-Sep-07,140.31
2007,19-Sep-07,140.77
2007,18-Sep-07,140.92
2007,17-Sep-07,138.41
2007,14-Sep-07,138.81
2007,13-Sep-07,137.2
2007,12-Sep-07,136.85
2007,11-Sep-07,135.49
2007,10-Sep-07,136.71
2007,7-Sep-07,131.77
2007,6-Sep-07,135.01
2007,5-Sep-07,136.76
2007,4-Sep-07,144.16
2007,31-Aug-07,138.48
2007,30-Aug-07,136.25
2007,29-Aug-07,134.08
2007,28-Aug-07,126.82
2007,27-Aug-07,132.25
2007,24-Aug-07,135.3
2007,23-Aug-07,131.07
2007,22-Aug-07,132.51
2007,21-Aug-07,127.57
2007,20-Aug-07,122.22
2007,17-Aug-07,122.06
2007,16-Aug-07,117.05
2007,15-Aug-07,119.9
2007,14-Aug-07,124.03
2007,13-Aug-07,127.79
2007,10-Aug-07,125
2007,9-Aug-07,126.39
2007,8-Aug-07,134.01
2007,7-Aug-07,135.03
2007,6-Aug-07,135.25
2007,3-Aug-07,131.85
2007,2-Aug-07,136.49
2007,1-Aug-07,135
2007,31-Jul-07,131.76
2007,30-Jul-07,141.43
2007,27-Jul-07,143.85
2007,26-Jul-07,146
2007,25-Jul-07,137.26
2007,24-Jul-07,134.89
2007,23-Jul-07,143.7
2007,20-Jul-07,143.75
2007,19-Jul-07,140
2007,18-Jul-07,138.12
2007,17-Jul-07,138.91
2007,16-Jul-07,138.1
2007,13-Jul-07,137.73
2007,12-Jul-07,134.07
2007,11-Jul-07,132.39
2007,10-Jul-07,132.35
2007,9-Jul-07,130.33
2007,6-Jul-07,132.3
2007,5-Jul-07,132.75
2007,3-Jul-07,127.17
2007,2-Jul-07,121.26
2007,29-Jun-07,122.04
2007,28-Jun-07,120.56
2007,27-Jun-07,121.89
2007,26-Jun-07,119.65
2007,25-Jun-07,122.34
2007,22-Jun-07,123
2007,21-Jun-07,123.9
2007,20-Jun-07,121.55
2007,19-Jun-07,123.66
2007,18-Jun-07,125.09
2007,15-Jun-07,120.5
2007,14-Jun-07,118.75
2007,13-Jun-07,117.5
2007,12-Jun-07,120.38
2007,11-Jun-07,120.19
2007,8-Jun-07,124.49
2007,7-Jun-07,124.07
2007,6-Jun-07,123.64
2007,5-Jun-07,122.67
2007,4-Jun-07,121.33
2007,1-Jun-07,118.4
2007,31-May-07,121.19
2007,30-May-07,118.77
2007,29-May-07,114.35
2007,25-May-07,113.62
2007,24-May-07,110.69
2007,23-May-07,112.89
2007,22-May-07,113.54
2007,21-May-07,111.98
2007,18-May-07,110.02
2007,17-May-07,109.44
2007,16-May-07,107.34
2007,15-May-07,107.52
2007,14-May-07,109.36
2007,11-May-07,108.74
2007,10-May-07,107.34
2007,9-May-07,106.88
2007,8-May-07,105.06
2007,7-May-07,103.92
2007,4-May-07,100.81
2007,3-May-07,100.4
2007,2-May-07,100.39
2007,1-May-07,99.47
2007,30-Apr-07,99.8
2007,27-Apr-07,99.92
2007,26-Apr-07,98.84
2007,25-Apr-07,95.35
2007,24-Apr-07,93.24
